0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.418337553896279246e+00,-2.363933625056148013e+00,-2.418316577195483319e+00,-2.363918204018926605e+00,-2.273251840000003909e+00,-1.136119165992136892e+01
-1.870045072148843524e+00,-1.450439770023017605e+00,-1.870062994467682094e+00,-1.450388298142929466e+00,-7.504000000000046189e-01,-1.044560883325142875e+01
-2.363931582048777180e+00,-2.273199728420886689e+00,-2.363875506357191458e+00,-2.273235648557966115e+00,-2.122086400000003259e+00,-1.127289419194167586e+01
-2.496191500844835875e+00,-2.496497392630581569e+00,-2.496191500893162996e+00,-2.496680303474041018e+00,-9.220939322945316263e+00,-9.112604924917926397e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.496191501396663792e+00,-2.496614947414357299e+00,-2.496191501416523462e+00,-2.496429805255299783e+00,-9.259771663065830438e+00,-1.068350401913311742e+01
-2.482368062650997853e+00,-2.484204556375954720e+00,-2.482368062620477378e+00,-2.483217630921892294e+00,-8.656649461799315048e+00,-9.117160665769809214e+00
-2.273251840000000357e+00,-2.308514322323896195e+00,-2.347764456676376454e+00,-2.305164788975412549e+00,-9.041033011851011381e+00,-9.022665594002871714e+00
-2.470613438463998612e+00,-2.475258797354406681e+00,-2.477683846171834681e+00,-2.476800114712359502e+00,-9.639454121912502060e+00,-9.422851811252186849e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.451022397439998279e+00,-2.456696874705635913e+00,-2.457273480420127054e+00,-2.461591546650980344e+00,-1.081765427835525450e+01,-1.056734125938310420e+01
-2.489420837243288886e+00,-2.490778795411413338e+00,-2.489420837298693900e+00,-2.490512422007838733e+00,-7.979749777388929211e+00,-9.083944809420211541e+00
-2.470613437680180269e+00,-2.474344365484689057e+00,-2.470613437726715933e+00,-2.472870745881554200e+00,-8.305755745661901557e+00,-8.470551679424112024e+00
-2.489420837666997954e+00,-2.490716231052199969e+00,-2.489420837683938181e+00,-2.491650637033091087e+00,-1.012665358079262568e+01,-8.266101021517288316e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.599999993677114318e+00,1.099999999904148851e+01,5.599999966616459268e+00,1.099999999736245115e+01,1.999999999101644166e+00,1.999999999999998579e+01
-2.122086400000003259e+00,-2.273170895055383500e+00,-2.122790643159855328e+00,-2.272846273681404128e+00,-1.126601273316604335e+01,-2.363882630950968622e+00
4.159999999999930420e-01,-7.504554598655279740e-01,-1.450497826274547597e+00,-7.506131743353836594e-01,-9.749834688869293942e+00,-1.450229952575384784e+00
-1.870144000000002915e+00,-2.122015772306824033e+00,-1.871507533686570302e+00,-2.122061721679889157e+00,-1.112138515735677302e+01,-2.272741199585627481e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.450685293433145340e+00,-2.418289366150669473e+00,-2.418285831436948197e+00,-2.363951104000004300e+00,-1.140668233013777311e+01,-1.138796955448951387e+01
-1.904268067251381868e+00,-1.849148617804342809e+00,-1.845119596194059852e+00,-1.450240000000003526e+00,-8.200665701005675601e+00,-8.742864965842379377e+00
-2.360257210137092887e+00,-2.294735432645585771e+00,-2.310451959818303092e+00,-2.273251840000003909e+00,-8.479500919839257023e+00,-8.395839112274728677e+00
-2.493652502708219032e+00,-2.494854807398009466e+00,-2.494983621775643812e+00,-2.494838997465136377e+00,-1.013291523108614811e+01,-9.636665882664066984e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.493652502708219032e+00,-2.494807218574169649e+00,-2.494982469237692069e+00,-2.495503705820691032e+00,-8.687149447713817807e+00,-1.081105324628036080e+01
-2.470613438463995060e+00,-2.473897001091216907e+00,-2.474552588150236598e+00,-2.478810901838759406e+00,-9.919698248659432949e+00,-9.358398130697773709e+00
-2.363951101831336832e+00,-2.370571746032145377e+00,-2.384805081237267643e+00,-2.363951101700832336e+00,-6.193215127702922373e+00,-7.713200520141935357e+00
-2.482368062358835559e+00,-2.483731241396130329e+00,-2.484566799997899089e+00,-2.482368062310710943e+00,-8.862944353360788341e+00,-8.120657663600162834e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.470613437380062116e+00,-2.472412347040682690e+00,-2.474624992460192185e+00,-2.470613437292259462e+00,-1.051368596484008755e+01,-1.068482570790021846e+01
-2.482368063078398635e+00,-2.484381672550702191e+00,-2.483979599630410373e+00,-2.486425380129844598e+00,-1.020995799731434595e+01,-1.019399995168687312e+01
-2.451022397439998279e+00,-2.456288028814206381e+00,-2.456570991615305566e+00,-2.467881401133776187e+00,-1.037899469805949337e+01,-6.307268893218504147e+00
-2.482368063078398635e+00,-2.484257063719968350e+00,-2.486533438079122416e+00,-2.486027876800290137e+00,-1.080526314325485160e+01,-1.101246301096057856e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.065259745786627521e-02,4.203194226696627123e-01,-2.710000000000000187e-01,1.099999999778951576e+01,-2.841189913848952919e+00,-1.865510576800000209e+00
-1.870256555526083941e+00,-2.029977875587750002e+00,-2.027951866308317808e+00,-2.049325578470851283e+00,-7.299452288860851290e+00,-6.914016189728121375e+00
-1.152014280705189186e+00,-1.267674706436555221e+00,-1.246009645956374312e+00,-7.504512338670108473e-01,-4.845438459182704882e+00,-7.518759891508423721e+00
-1.450523271556814375e+00,-1.775648940113139451e+00,-1.804787497737846858e+00,-1.795104250839371085e+00,-8.690667529198501384e+00,-7.536264015007664518e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.489420837847035273e+00,-2.490557154763179071e+00,-2.491533792848648954e+00,-2.491330641875499019e+00,-9.314130702434448850e+00,-8.819614994894932281e+00
-2.418370662399998317e+00,-2.431707946867259107e+00,-2.446166882340772730e+00,-2.441588291712066816e+00,-1.037356726645484351e+01,-8.017239112308367055e+00
-2.482368063078395970e+00,-2.486974355443085649e+00,-2.486683393087072425e+00,-2.484903744886714172e+00,-8.822430079586739637e+00,-1.002751478379233063e+01
-2.469462928155867765e+00,-2.450417593652396420e+00,-2.418370662400000981e+00,-2.450063895796813718e+00,-1.141928898779081258e+01,-1.139016245238033775e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.468357152426183809e+00,-2.450541015043206539e+00,-2.418370662400000981e+00,-2.450165268978691913e+00,-1.138002037063238348e+01,-1.139616618654632063e+01
-2.189927286747188617e+00,-2.196541158407167682e+00,-2.122086400000003259e+00,-2.198565535273964144e+00,-7.485115765466650473e+00,-8.683907376684013357e+00
